,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
165,0618319002,618319,Mister Muscle LS,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Shirt woven in a stretch cotton blend with a narrow turn-down collar, French front and a yoke and darts at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Muscle Fit – a fit designed to showcase the physique. Narrow shoulders and tapered sleeves create a flattering silhouette."
166,0621381009,621381,Jade Trash HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
167,0621381014,621381,Jade Trash HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
168,0622958016,622958,New Vega sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm."
169,0623950004,623950,Isabella,252,Sweater,Garment Upper body,1010010,Melange,51,Light Pink,3,Light,4,Pink,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, loose knit with a hole pattern. Ribbing around the neckline, cuffs and hem."
170,0624486050,624486,Brit Baby Tee,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, fitted top in ribbed cotton jersey with short sleeves."
171,0625179003,625179,Girl on fire Dress,265,Dress,Garment Full body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Dress in an airy crêpe weave with a frill-trimmed V-neck and wrapover opening, ties at the waist and a seam and flounce at the hem. Unlined."
172,0627569002,627569,Kompis L/S,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in soft organic cotton jersey.
173,0631653001,631653,Classic Ally sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
174,0631772006,631772,VALERIE dress (1),265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Sleeveless dress in organic cotton jersey with a smocked seam at the waist and rounded hem.
175,0632534006,632534,Holly lace-back Brazilian,286,Underwear bottom,Underwear,1010016,Solid,42,Red,5,Bright,18,Red,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre with a lace back section, low waist, lined gusset, wide sides and high cut at the back."
176,0632651002,632651,OL SIMMONS PQ Sandal,91,Sandals,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather sandals with crossover straps at the front. Leather insoles and rubber soles.
177,0633130016,633130,Zebra sweater TOP PRODUCT,252,Sweater,Garment Upper body,1010014,Placement print,52,Pink,2,Medium Dusty,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in lightweight, printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
178,0635222001,635222,Nicolette Maxi Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Sleeveless maxi dress in soft jersey with an open chest pocket and rounded hem. Slightly longer at the back. Unlined.
179,0635238006,635238,HongKong Quilted Clutch,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Imitation leather clutch bag with a flap and concealed magnetic fastener. Narrow imitation leather and metal chain shoulder strap and one zipped inner compartment. Lined. Size approx. 4x15x27 cm.
180,0635392001,635392,Wilma western boot SPEED,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Ankle boots with pointed toes and elastic gores in the sides. Fabric linings and insoles and rubber soles. Heel approx. 5 cm.
181,0636323001,636323,Skinny H.W Ankle Queens,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Ankle-length jeans in washed, stretch denim with a high waist, zip fly and button, back pockets and skinny legs."
182,0636420003,636420,Salsa frill skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Skirt in a textured weave with a concealed zip in one side and a flounce at the hem. Asymmetric cut with a knee-length front section and calf-length back.
183,0637515002,637515,Matey,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"V-neck jumper in a soft, fine knit with dropped shoulders, long sleeves and ribbing at the cuffs and hem."
184,0637661003,637661,Ludwig,252,Sweater,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide jumper in a soft rib knit with wide ribbing around the neckline, dropped shoulders and long, slightly wider sleeves. Slightly longer at the back."
185,0637911006,637911,Destiny,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Straight-cut blouse in woven fabric with a V-neck, short, wide sleeves and a straight-cut hem."
186,0638039001,638039,Ursula dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,Short wrap dress in soft jersey made from a cotton and viscose blend with a V-neck and ties at one side. Short sleeves with sewn-in turn-ups and an asymmetric hem. Unlined.
187,0639207002,639207,Choux blouse,258,Blouse,Garment Upper body,1010007,Embroidery,71,Light Blue,1,Dusty Light,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in an airy cotton weave with embroidery, a small, frilled collar and buttons down the front. Gently dropped shoulders and long, slightly wider sleeves with narrow, buttoned cuffs."
188,0639448001,639448,Day tote,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Spacious handbag in sturdy, grained imitation leather with two handles and a zip at the top. Three inner compartments, one with a zip, and studs on the bottom. Lined. Size 15x30x36 cm."
189,0640021019,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
190,0640462002,640462,APRIL,259,Shirt,Garment Upper body,1010017,Stripe,43,Dark Red,4,Dark,18,Red,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Long shirt in airy, printed crêpe with a collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
191,0641058004,641058,Eira sweater,252,Sweater,Garment Upper body,1010002,Application/3D,8,Dark Grey,2,Medium Dusty,12,Grey,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,"Long-sleeved jumper in a fine knit with an appliqué at the top, detachable tie belt at the waist and gathered side seams for best fit. Ribbing around the neckline, cuffs and hem."
192,0641253001,641253,Dexter denim,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Short, 5-pocket shorts in washed denim with embroidery, a regular waist, zip fly and button, and raw-edge hems."
193,0643582002,643582,Cardamom Push Valencia,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in mesh and lace with moulded, padded cups for light lift and a fuller cleavage. Narrow adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
194,0643588007,643588,Polly shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shopper with two handles and a tie fastening with metal pendants. Unlined. Size 12x32x33 cm.
195,0645065014,645065,BRIDGET Sweater,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft rib knit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
196,0649445001,649445,Elena heeled boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots with elastic gores in the sides, a loop at the back and covered heels. Fabric linings and insoles and rubber soles. Heel 8.5 cm."
197,0651456004,651456,2- PACK ISW 19,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
198,0651687002,651687,Oprah,258,Blouse,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut, sleeveless blouse in woven fabric with a sheen. Round neck, a pleat at the front, buttons at the back and a straight-cut hem with short slits in the sides. Longer at the back."
199,0652361002,652361,Prima strap,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Sleeveless satin top with a V-neck and narrow shoulder straps.
200,0653188002,653188,Sigge Sneaker Sock 5-p,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Shaftless socks in a fine-knit cotton blend with elasticated tops. The socks are designed to be hidden inside your shoes.
201,0653841002,653841,DIV Broadway shirt,259,Shirt,Garment Upper body,1010004,Check,11,Off White,1,Dusty Light,9,White,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Shirt in a cotton weave with a soft brushed finish. Collar, buttons down the front, two chest pockets, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
202,0654590001,654590,HM+ Jackie Brief HW LS,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a lined gusset, high waist with a laser-cut edge, and wide lace trims at the hems. Light shaping effect on the waist, hips and bum."
203,0655265003,655265,Nina Trs (W),296,Pyjama bottom,Nightwear,1010001,All over pattern,42,Red,7,Medium,18,Red,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjama bottoms in soft flannel made from a cotton blend with an elasticated drawstring waist and wide, gently tapered legs."
204,0655347006,655347,EVA tank top conscious,253,Vest top,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports vest top in fast-drying functional fabric with a racer back. The polyester content of the top is partly recycled.
205,0656334001,656334,Gym kit,78,Other accessories,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Gym set. Metal padlock with a combination lock. Towel in fast-drying microfibre with a practical eyelet. Elasticated latex bands for resistance training, stretching or rehabilitation. The bands have different levels of resistance depending on their colour. Light green has light resistance (6.6 kg 100% stretched, 14.97 kg 200% stretched), grey has medium resistance (6.24 kg 100% stretched, 18.28 kg 200% stretched) and black has heavy resistance (6.62 kg 100% stretched, 19.05 kg 200% stretched). Size 5x60 cm. Size of towel 30x60 cm."
206,0656367001,656367,Juno dress,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in an airy cotton weave with frills and a lace trim at the top of the front and an opening with a button at the back of the neck. Short, flounced sleeves, an elasticated seam at the waist and a gently flared skirt with a wide flounce at the hem. Partly lined."
207,0656719009,656719,Serpente HW slim trouser,272,Trousers,Garment Lower body,1010004,Check,10,White,3,Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Tailored trousers in a stretch weave with two press-studs at the waist and a zip fly. Zipped front pockets, fake welt back pockets and slim, straight legs."
208,0656763007,656763,Kajsa HW,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with a high, elasticated paper bag waist and detachable tie belt. Side pockets, fly with a concealed zip, and short, wide legs."
209,0657661001,657661,ED Frankie,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Joggers in soft twill with a regular, elasticated drawstring waist, side pockets, fake back pockets and tapered legs."
210,0657925004,657925,Conny,252,Sweater,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Wide jumper in a soft, rib-knit cotton blend with a V-neck, gently dropped shoulders, long sleeves and slits in the sides. Slightly longer at the back."
211,0658329018,658329,ARTICHOKE SLIM FIT POLO,257,Polo shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Short-sleeved polo shirt in stretch cotton jersey with a collar and button placket. Slim fit.
212,0660599012,660599,Baraboom (1),245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons."
213,0660599013,660599,Baraboom (1),245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long cardigan in a soft, fine knit with long sleeves and ribbing at the cuffs and hem. No buttons."
214,0661166005,661166,Lasse Fluff Sweater,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine-knit wool blend with ribbing around the neckline, cuffs and hem."
215,0661333002,661333,Samos off shoulder top,258,Blouse,Garment Upper body,1010007,Embroidery,22,Yellow,7,Medium,8,Yellow,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short, off-the-shoulder blouse in airy chiffon with embroidery and lace details. Elastication at the top, long, flared sleeves and an elasticated hem. Partly lined."
216,0661797001,661797,Burma,263,Coat,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short jacket in soft faux fur with a collar, concealed press-studs down the front, side pockets and elastication at the back of the hem. Lined."
217,0662909001,662909,Alice,245,Cardigan,Garment Upper body,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft knit containing some mohair and wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem. No buttons."
218,0663396001,663396,Manhattan blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in airy crêpe with a small stand-up collar with ties at the front, a yoke with a pleat at the back and concealed buttons down the front. Long sleeves with buttoned cuffs and a gently rounded hem. Unlined."
219,0663564004,663564,Tea (1),265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in a crêpe weave with notch lapels and a wrapover front with a concealed fastener. Shoulder pads, 3/4-length sleeves with slits at the cuffs, and a tie belt at the waist. Partly lined."
220,0664074059,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.
221,0664461003,664461,Jennifer fancy,264,Blazer,Garment Upper body,1010004,Check,71,Light Blue,1,Dusty Light,2,Blue,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Straight-cut, pattern-weave jacket with notch lapels and welt front pockets with a flap. No buttons. Lined."
222,0664647003,664647,Bruce Skinny Denim Trs,272,Trousers,Garment Lower body,1010023,Denim,6,Light Grey,1,Dusty Light,12,Grey,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
223,0665089004,665089,Carla culotte,272,Trousers,Garment Lower body,1010004,Check,11,Off White,1,Dusty Light,-1,Unknown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Wide, high-waisted, calf-length trousers in sturdy jersey with concealed elastication at the waist and straight legs."
224,0665734005,665734,NICOLE BLOUSE,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a patterned weave with a V-neck, buttons down the front and long sleeves with narrow smocking and ties at the cuffs."
225,0666158001,666158,Jesper blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in a slub cotton weave with a small stand-up collar in lace and an opening with a button at the back of the neck. Lace details at the front and long, wide sleeves with narrow elastication at the cuffs."
226,0667499001,667499,Despacito (1),258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back."
227,0669605003,669605,Nemo sequin,254,Top,Garment Upper body,1010015,Sequin,6,Light Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Short-sleeved top in sequined mesh with a slightly wider neckline. Jersey lining.
228,0669882005,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
229,0670698002,670698,Rachel Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
230,0671217013,671217,Speed Katie Dress,265,Dress,Garment Full body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, fitted dress in sturdy, patterned jersey with short sleeves and ribbing around the neckline."
231,0671553006,671553,Camille cardigan,245,Cardigan,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Long-sleeved cardigan in a soft fine knit with a V-neck and buttons down the front. Ribbing around the neckline, cuffs and hem."
232,0673396002,673396,Ringo hipbelt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt in grained imitation leather with a metal buckle. Width approx. 2.2 cm.
233,0673677023,673677,Henry polo (1),252,Sweater,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine knit with a ribbed polo neck and ribbing at the cuffs and hem."
234,0673901001,673901,Jade Denim Petite Trs 1,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs."
235,0673930001,673930,Banjo deep V J,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in glittery jersey with a V-neck and narrow shoulder straps. Unlined."
236,0674180007,674180,BILL HENLEY 2 PK,254,Top,Garment Upper body,1010025,Slub,51,Light Pink,7,Medium,4,Pink,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Short-sleeved Henley shirts in soft jersey with a round neck and button placket.
237,0675068008,675068,Melrose,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar, buttons down the front and an open chest pocket. Yoke with a pleat at the back, long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back."
238,0675271002,675271,Amigo,262,Jacket,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short, double-breasted jacket in felted fabric with narrow notch lapels and concealed press-studs at the front. Handwarmer pockets and flap front pockets. Lined."
239,0677930023,677930,Queen Sweater,252,Sweater,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbing around the neckline, cuffs and hem."
240,0677930037,677930,Queen Sweater,252,Sweater,Garment Upper body,1010007,Embroidery,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbing around the neckline, cuffs and hem."
241,0677930077,677930,Queen Sweater,252,Sweater,Garment Upper body,1010007,Embroidery,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbing around the neckline, cuffs and hem."
242,0678687001,678687,KARIN SPORTS BRA,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back with sections in ventilating mesh and a wide elastic hem. Medium support."
243,0679011003,679011,Hannah basic ballerina SG,86,Ballerinas,Shoes,1010016,Solid,10,White,3,Light,9,White,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ballet pumps with an elastic strap over the foot and a decorative bow at the front. Satin linings and insoles and thermoplastic rubber (TPR) soles.
244,0679287004,679287,Samantha chicago,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired microfibre bra with lace details and moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
245,0680263013,680263,HAVANA tights,273,Leggings/Tights,Garment Lower body,1010005,Colour blocking,8,Dark Grey,4,Dark,-1,Unknown,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Yoga tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Key pocket in the waistband.
246,0682550021,682550,Uno Hood (1),308,Hoodie,Garment Upper body,1010005,Colour blocking,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
247,0683001020,683001,Pattern 7p Socks,302,Socks,Socks & Tights,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,13,Brown,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
248,0683147001,683147,Girona throw on wool coat,262,Jacket,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Coat in a soft, marled wool blend with notch lapels, concealed press-studs down the front and large patch pockets. Unlined."
249,0683493005,683493,Sebi,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Top in soft, lightweight sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem."
